task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2224	53/7aca3a	7977265	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 13:02:06.268	4m 45s	1m 17s	994.6%	179.1 MB	2.8 GB	187.9 MB	77.7 MB
2225	43/6889b1	7977266	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_inadai_GCF_000243675)	COMPLETED	0	2025-11-26 13:02:06.324	4m 45s	1m 17s	995.0%	177.8 MB	2.7 GB	188.9 MB	78.1 MB
2228	7d/14fb1a	7977273	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_levettii_GCF_002812085)	COMPLETED	0	2025-11-26 13:02:21.145	4m 30s	1m 4s	985.4%	167.7 MB	2.7 GB	177.9 MB	72.1 MB
2210	02/eb2db7	7977245	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 13:01:21.320	5m 45s	1m 33s	1039.4%	189 MB	2.7 GB	186.8 MB	79.3 MB
2215	cc/93fbe6	7977251	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 13:01:21.656	5m 44s	1m 16s	992.3%	178.6 MB	2.7 GB	186.5 MB	77.1 MB
2226	f7/d38705	7977271	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_montravelensis_GCF_004769455)	COMPLETED	0	2025-11-26 13:02:21.007	4m 45s	1m 8s	979.3%	172.5 MB	2.7 GB	181.6 MB	73.9 MB
2232	fd/3192d8	7977281	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_kemamanensis_GCF_004769665)	COMPLETED	0	2025-11-26 13:02:36.258	4m 30s	1m 5s	990.0%	176.1 MB	2.7 GB	175.1 MB	71 MB
2222	2b/3ba902	7977263	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 13:02:06.157	5m 15s	1m 44s	1056.5%	160.8 MB	2.7 GB	187.7 MB	80.9 MB
2227	06/46336d	7977272	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 13:02:21.090	5m	1m 15s	997.4%	184.5 MB	2.7 GB	187.8 MB	77.8 MB
2223	9a/d9da0f	7977264	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 13:02:06.213	5m 15s	1m 7s	978.6%	172.5 MB	2.7 GB	180 MB	73.2 MB
2219	59/356b99	7977261	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_stimsonii_GCF_003545885)	COMPLETED	0	2025-11-26 13:02:06.007	5m 15s	1m 52s	1058.8%	161.8 MB	2.7 GB	196.2 MB	85.7 MB
2229	15/f4d44b	7977278	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_interrogans_GCF_000343165)	COMPLETED	0	2025-11-26 13:02:36.010	4m 45s	1m 41s	1050.8%	163 MB	2.7 GB	189.6 MB	80.4 MB
2234	31/d25539	7977283	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_bandrabouensis_GCF_004770905)	COMPLETED	0	2025-11-26 13:02:36.384	5m	1m 8s	985.0%	178.5 MB	2.7 GB	180.6 MB	73.5 MB
2236	fe/0d2f83	7977285	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_ilyithenensis_GCF_004771005)	COMPLETED	0	2025-11-26 13:02:36.493	4m 59s	1m 17s	1003.3%	173.1 MB	2.7 GB	183.8 MB	74.8 MB
2218	0e/853029	7977255	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_alexanderi_GCF_000243815)	COMPLETED	0	2025-11-26 13:01:51.010	5m 45s	1m 31s	1035.1%	165.9 MB	2.7 GB	183.7 MB	77.9 MB
2239	fd/f9b6ee	7977293	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_semungkisensis_GCF_004770055)	COMPLETED	0	2025-11-26 13:02:51.013	5m	1m 5s	986.6%	174.2 MB	2.7 GB	166.3 MB	72.3 MB
2237	1e/323230	7977286	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_kanakyensis_GCF_004769235)	COMPLETED	0	2025-11-26 13:02:36.547	5m 14s	1m 9s	984.2%	168.5 MB	2.7 GB	182.7 MB	74.3 MB
2241	69/137cfe	7977296	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_hartskeerlii_GCF_002811475)	COMPLETED	0	2025-11-26 13:02:51.223	5m	1m 12s	1008.5%	167.7 MB	2.7 GB	168.2 MB	74.3 MB
2246	c3/e6e528	7977303	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_yanagawae_GCF_000332475)	COMPLETED	0	2025-11-26 13:03:06.017	4m 45s	59.6s	975.9%	172.6 MB	2.7 GB	168.4 MB	68.5 MB
2250	55/6505f7	7977307	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_noumeaensis_GCF_004770765)	COMPLETED	0	2025-11-26 13:03:06.290	5m	1m 1s	977.0%	172.5 MB	2.7 GB	169.4 MB	69.1 MB
2248	c9/2af85b	7977305	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_alexanderi_GCF_000243815)	COMPLETED	0	2025-11-26 13:03:06.177	5m	1m 8s	1000.9%	170.5 MB	2.7 GB	171.1 MB	70.7 MB
2249	f4/46f00b	7977306	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_stimsonii_GCF_003545885)	COMPLETED	0	2025-11-26 13:03:06.235	5m	1m 16s	1003.2%	175.7 MB	2.8 GB	183.7 MB	76.4 MB
2244	a2/1e285f	7977299	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_langatensis_GCF_004770615)	COMPLETED	0	2025-11-26 13:02:51.385	5m 15s	1m 5s	989.1%	165.4 MB	2.6 GB	169.2 MB	73.4 MB
2247	19/0d02d0	7977304	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_wolbachii_GCF_000332515)	COMPLETED	0	2025-11-26 13:03:06.105	5m	58.8s	980.2%	181.8 MB	2.7 GB	169 MB	69 MB
2251	0d/75a6d1	7977308	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_fletcheri_GCF_004769195)	COMPLETED	0	2025-11-26 13:03:06.346	5m	56.6s	971.6%	170.3 MB	2.7 GB	162.1 MB	68.6 MB
2230	1e/136a61	7977279	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_noguchii_GCF_000306255)	COMPLETED	0	2025-11-26 13:02:36.128	5m 45s	1m 44s	1045.6%	166 MB	2.7 GB	193.7 MB	82.2 MB
2243	78/80a139	7977298	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_venezuelensis_GCF_002150035)	COMPLETED	0	2025-11-26 13:02:51.332	5m 30s	1m 15s	1005.1%	170.8 MB	2.7 GB	173.1 MB	76.7 MB
2252	7a/37b1f1	7977309	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 13:03:06.400	5m 15s	1m 9s	991.5%	171.4 MB	2.7 GB	175.2 MB	72.8 MB
2278	7a/cf0cb6	7977295	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_stimsonii_GCF_003545885)	COMPLETED	0	2025-11-26 13:02:51.169	5m 30s	1m 27s	1036.5%	186.6 MB	2.7 GB	181.1 MB	77.3 MB
2238	34/a64f5a	7977287	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_santarosai_GCF_000313175)	COMPLETED	0	2025-11-26 13:02:36.600	5m 44s	1m 4s	975.7%	191.4 MB	2.8 GB	167.1 MB	69 MB
2242	a2/7def64	7977297	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_andrefontaineae_GCF_004770105)	COMPLETED	0	2025-11-26 13:02:51.278	5m 30s	1m 16s	1006.5%	170.4 MB	2.7 GB	172.8 MB	76.3 MB
2240	ab/b88f99	7977294	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 13:02:51.112	5m 30s	1m 8s	989.0%	197.1 MB	2.9 GB	174.2 MB	72.2 MB
2231	6f/e76ef2	7977280	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_borgpetersenii_GCF_003046425)	COMPLETED	0	2025-11-26 13:02:36.202	5m 45s	1m 26s	1034.1%	168.7 MB	2.7 GB	176.2 MB	74.7 MB
2254	a9/f03c2d	7977311	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 13:03:06.511	5m 29s	1m 7s	982.9%	173 MB	2.8 GB	175.3 MB	75.7 MB
2255	5f/0b2ecf	7977316	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_inadai_GCF_000243675)	COMPLETED	0	2025-11-26 13:03:21.007	5m 15s	1m 3s	968.2%	170.4 MB	2.7 GB	176.4 MB	74.9 MB
2233	74/4deea7	7977282	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_alstonii_GCF_000347175)	COMPLETED	0	2025-11-26 13:02:36.328	6m 15s	1m 39s	1041.8%	171.1 MB	2.7 GB	187.3 MB	79.4 MB
2235	57/9cfcdc	7977284	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_adleri_GCF_002811985_Leptospira_ainazelensis_GCF_016918785)	COMPLETED	0	2025-11-26 13:02:36.438	6m 15s	1m 58s	1076.0%	157.8 MB	2.7 GB	196.5 MB	86 MB
2259	24/703f59	7977321	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_interrogans_GCF_000343165)	COMPLETED	0	2025-11-26 13:04:06.115	4m 45s	1m 20s	1028.0%	162.2 MB	2.6 GB	177 MB	73.4 MB
2260	54/25e7fb	7977322	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_noguchii_GCF_000306255)	COMPLETED	0	2025-11-26 13:04:06.193	5m	1m 21s	1021.2%	171.2 MB	2.7 GB	181.1 MB	75.1 MB
2245	b3/528ae0	7977300	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 13:02:51.438	6m 15s	1m 16s	1007.2%	174.8 MB	2.7 GB	173.8 MB	76.9 MB
2263	41/fa89ee	7977325	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_alstonii_GCF_000347175)	COMPLETED	0	2025-11-26 13:04:06.357	5m	1m 10s	991.0%	171.4 MB	2.7 GB	174.8 MB	72.1 MB
2261	3f/0a2f3b	7977323	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_borgpetersenii_GCF_003046425)	COMPLETED	0	2025-11-26 13:04:06.252	5m	1m 4s	992.0%	168.4 MB	2.8 GB	163.6 MB	67.6 MB
2262	ef/ffb858	7977324	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_kemamanensis_GCF_004769665)	COMPLETED	0	2025-11-26 13:04:06.305	5m	55.9s	968.0%	167.8 MB	2.8 GB	162.5 MB	66.1 MB
2264	94/aca2ee	7977326	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_bandrabouensis_GCF_004770905)	COMPLETED	0	2025-11-26 13:04:06.410	5m	59.4s	986.0%	169.5 MB	2.7 GB	168.1 MB	68.6 MB
2266	1f/5d62cf	7977328	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_ilyithenensis_GCF_004771005)	COMPLETED	0	2025-11-26 13:04:06.518	4m 59s	1m 4s	990.7%	169.9 MB	2.7 GB	171.2 MB	69.9 MB
2267	1a/bdb649	7977329	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_kanakyensis_GCF_004769235)	COMPLETED	0	2025-11-26 13:04:06.570	4m 59s	1m 1s	984.4%	164.6 MB	2.8 GB	170.2 MB	69.5 MB
2268	9e/ca0c62	7977331	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_semungkisensis_GCF_004770055)	COMPLETED	0	2025-11-26 13:04:21.008	4m 45s	55.2s	963.5%	193.1 MB	2.7 GB	163.8 MB	67.6 MB
2270	e5/812c4f	7977333	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_hartskeerlii_GCF_002811475)	COMPLETED	0	2025-11-26 13:04:21.167	4m 45s	1m 2s	986.1%	192.8 MB	2.8 GB	165.8 MB	68.4 MB
2271	4d/07ddd4	7977334	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_andrefontaineae_GCF_004770105)	COMPLETED	0	2025-11-26 13:04:21.221	4m 45s	1m 4s	978.5%	191.5 MB	2.7 GB	170.4 MB	70.3 MB
2272	5f/017cbe	7977335	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_venezuelensis_GCF_002150035)	COMPLETED	0	2025-11-26 13:04:21.277	4m 45s	1m 3s	985.7%	189.6 MB	2.7 GB	170.7 MB	70.7 MB
2273	47/cd696d	7977336	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_langatensis_GCF_004770615)	COMPLETED	0	2025-11-26 13:04:21.330	4m 45s	55.3s	956.4%	192.7 MB	2.7 GB	166.6 MB	68.8 MB
2253	bc/000f88	7977310	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 13:03:06.455	6m 15s	58.9s	986.3%	168.2 MB	2.7 GB	167.4 MB	68.3 MB
2265	9b/9e6571	7977327	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_ainazelensis_GCF_016918785)	COMPLETED	0	2025-11-26 13:04:06.464	5m 15s	1m 18s	1011.4%	167.5 MB	2.7 GB	184 MB	76.6 MB
2256	d2/dfff1c	7977318	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_montravelensis_GCF_004769455)	COMPLETED	0	2025-11-26 13:03:21.156	6m	1m	976.0%	173.7 MB	2.7 GB	169 MB	69 MB
2257	10/07a70f	7977317	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 13:03:21.090	6m	1m 3s	977.4%	176.6 MB	2.7 GB	175.3 MB	74.6 MB
2276	38/39448b	7977342	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_wolbachii_GCF_000332515)	COMPLETED	0	2025-11-26 13:04:36.182	4m 45s	58.5s	982.6%	193.1 MB	2.7 GB	166.5 MB	67.8 MB
2258	86/a37bee	7977320	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_dzoumogneensis_GCF_004770895_Leptospira_levettii_GCF_002812085)	COMPLETED	0	2025-11-26 13:04:06.009	5m 15s	57.3s	976.6%	174.8 MB	2.7 GB	165.3 MB	67.3 MB
2283	ad/4c38cb	7977351	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 13:04:51.024	4m 45s	1m 4s	978.1%	192.3 MB	2.7 GB	172.8 MB	71.4 MB
2279	46/5e8d30	7977344	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_noumeaensis_GCF_004770765)	COMPLETED	0	2025-11-26 13:04:36.293	5m	1m 1s	984.7%	193.5 MB	2.8 GB	166.9 MB	67.9 MB
2280	88/6f0e6c	7977345	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_fletcheri_GCF_004769195)	COMPLETED	0	2025-11-26 13:04:36.347	5m	58.6s	985.8%	197.2 MB	2.7 GB	159.6 MB	65.8 MB
2287	b1/e963b1	7977366	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_levettii_GCF_002812085)	COMPLETED	0	2025-11-26 13:05:21.010	4m 30s	57.2s	983.0%	194.3 MB	2.7 GB	162.8 MB	66.1 MB
2284	a5/40d850	7977352	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_inadai_GCF_000243675)	COMPLETED	0	2025-11-26 13:04:51.085	5m 15s	1m 5s	981.8%	194.4 MB	2.9 GB	173.8 MB	71.9 MB
2277	3d/b5adc7	7977343	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_alexanderi_GCF_000243815)	COMPLETED	0	2025-11-26 13:04:36.237	5m 30s	1m 22s	1038.1%	184 MB	2.7 GB	168.5 MB	72.6 MB
2281	ac/3d80f4	7977346	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 13:04:36.400	5m 30s	1m 22s	1032.3%	185.8 MB	2.7 GB	172.5 MB	73.9 MB
2274	bb/fd3a15	7977340	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 13:04:36.016	5m 45s	1m 3s	976.5%	194.2 MB	2.7 GB	171.3 MB	70.8 MB
2269	bd/f0f47a	7977332	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 13:04:21.108	6m	1m 24s	1037.8%	185.1 MB	2.8 GB	171.6 MB	74.2 MB
2290	7a/1462f1	7977370	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_borgpetersenii_GCF_003046425)	COMPLETED	0	2025-11-26 13:05:21.324	5m	1m 18s	1037.6%	182.6 MB	2.7 GB	161 MB	69.3 MB
2286	ce/5b6163	7977353	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 13:05:06.013	5m 15s	1m 4s	984.6%	193.3 MB	2.7 GB	172.7 MB	71.5 MB
2285	7d/e59d99	7977367	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_montravelensis_GCF_004769455)	COMPLETED	0	2025-11-26 13:05:21.126	5m	1m 1s	983.3%	193 MB	2.7 GB	166.5 MB	67.8 MB
2275	c5/66a0b0	7977341	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_yanagawae_GCF_000332475)	COMPLETED	0	2025-11-26 13:04:36.124	5m 45s	1m	984.7%	194.2 MB	2.7 GB	165.8 MB	67.4 MB
2291	c6/7ebf11	7977371	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_kemamanensis_GCF_004769665)	COMPLETED	0	2025-11-26 13:05:21.377	5m	56.9s	981.6%	187.5 MB	2.7 GB	160 MB	64.9 MB
2292	52/541b2e	7977372	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_alstonii_GCF_000347175)	COMPLETED	0	2025-11-26 13:05:21.429	5m	1m 26s	1043.8%	186.5 MB	2.8 GB	172.2 MB	73.7 MB
2293	d3/c0190f	7977373	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_bandrabouensis_GCF_004770905)	COMPLETED	0	2025-11-26 13:05:21.480	4m 59s	60s	986.8%	192.4 MB	2.7 GB	165.5 MB	67.4 MB
2303	04/040844	7977395	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_yanagawae_GCF_000332475)	COMPLETED	0	2025-11-26 13:06:06.179	4m 15s	50.6s	948.1%	169.2 MB	2.7 GB	165 MB	67.1 MB
2296	c8/ac0522	7977376	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_kanakyensis_GCF_004769235)	COMPLETED	0	2025-11-26 13:05:21.632	4m 59s	1m 1s	982.9%	190.1 MB	2.8 GB	167.6 MB	68.2 MB
2295	ae/aa735b	7977375	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_ilyithenensis_GCF_004771005)	COMPLETED	0	2025-11-26 13:05:21.581	4m 59s	1m 7s	996.7%	192 MB	2.8 GB	168.7 MB	68.7 MB
2298	ec/0c0164	7977378	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_hartskeerlii_GCF_002811475)	COMPLETED	0	2025-11-26 13:05:21.735	4m 59s	1m 3s	976.1%	176.5 MB	2.8 GB	165 MB	71.7 MB
2297	8a/d997e7	7977377	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 13:05:21.684	4m 59s	58.8s	971.0%	195.6 MB	2.7 GB	170.9 MB	70.7 MB
2282	8a/cdb172	7977347	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 13:04:36.453	6m	58.7s	986.0%	190.2 MB	2.7 GB	164.9 MB	67.1 MB
2302	2f/aa60e9	7977393	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 13:06:06.021	4m 45s	1m 6s	981.8%	180.1 MB	2.7 GB	170.6 MB	74.2 MB
2307	f9/417c30	7977399	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_noumeaensis_GCF_004770765)	COMPLETED	0	2025-11-26 13:06:06.392	4m 45s	51.9s	946.2%	169.8 MB	2.7 GB	166.1 MB	67.7 MB
2310	ca/f7e828	7977405	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 13:06:21.118	4m 30s	51.1s	954.2%	167.6 MB	2.8 GB	164.1 MB	66.8 MB
2305	a4/173c3a	7977397	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_alexanderi_GCF_000243815)	COMPLETED	0	2025-11-26 13:06:06.287	5m	59s	975.4%	169.1 MB	2.8 GB	167.8 MB	69.3 MB
2304	3a/c41167	7977396	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_wolbachii_GCF_000332515)	COMPLETED	0	2025-11-26 13:06:06.233	5m	51.2s	961.6%	175.6 MB	2.7 GB	165.7 MB	67.6 MB
2301	eb/d473bd	7977394	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_langatensis_GCF_004770615)	COMPLETED	0	2025-11-26 13:06:06.111	5m	1m 1s	975.0%	171.3 MB	2.7 GB	165.8 MB	73.4 MB
2308	13/7d32e2	7977400	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_fletcheri_GCF_004769195)	COMPLETED	0	2025-11-26 13:06:06.445	5m	52.3s	952.9%	166.9 MB	2.7 GB	158.8 MB	67.4 MB
2309	e9/2c3222	7977404	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 13:06:21.016	4m 45s	1m 2s	981.7%	174.2 MB	2.7 GB	171.8 MB	71.4 MB
2288	5e/64a597	7977368	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_interrogans_GCF_000343165)	COMPLETED	0	2025-11-26 13:05:21.217	6m 15s	1m 39s	1067.4%	180.1 MB	2.8 GB	174.4 MB	74.6 MB
2289	6f/6812ec	7977369	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_noguchii_GCF_000306255)	COMPLETED	0	2025-11-26 13:05:21.270	6m 15s	1m 40s	1057.0%	182.9 MB	2.7 GB	178.6 MB	76.4 MB
2294	43/52a5df	7977374	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_santarosai_GCF_000313175_Leptospira_ainazelensis_GCF_016918785)	COMPLETED	0	2025-11-26 13:05:21.531	6m 14s	1m 32s	1045.3%	182.1 MB	2.7 GB	181.4 MB	77.5 MB
2299	28/7bbff3	7977379	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_andrefontaineae_GCF_004770105)	COMPLETED	0	2025-11-26 13:05:21.791	6m 14s	1m 6s	974.4%	172.7 MB	2.7 GB	169.6 MB	73.7 MB
2300	5f/91e1cc	7977386	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_venezuelensis_GCF_002150035)	COMPLETED	0	2025-11-26 13:05:36.016	6m	1m 5s	980.2%	179.1 MB	2.7 GB	169.9 MB	74 MB
2311	bb/528440	7977406	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 13:06:21.172	5m 15s	1m 2s	971.3%	173.2 MB	2.7 GB	172 MB	74.3 MB
2312	56/a14bee	7977407	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_semungkisensis_GCF_004770055_Leptospira_inadai_GCF_000243675)	COMPLETED	0	2025-11-26 13:06:21.225	5m 15s	57.5s	953.9%	170.4 MB	2.8 GB	173 MB	73.5 MB
