task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	d8/10ca8d	7972936	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (1)	COMPLETED	0	2025-11-26 11:09:21.538	14.3s	159ms	28.4%	5.6 MB	8.4 MB	10.5 MB	10.3 MB
10	69/8b9ef8	7972940	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (10)	COMPLETED	0	2025-11-26 11:09:21.779	14.1s	111ms	38.6%	5.6 MB	8.4 MB	10 MB	9.8 MB
19	05/827d07	7972944	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (19)	COMPLETED	0	2025-11-26 11:09:22.008	13.9s	196ms	23.4%	5.6 MB	8.4 MB	10.2 MB	10.1 MB
5	96/72a731	7972942	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (5)	COMPLETED	0	2025-11-26 11:09:21.891	14s	114ms	39.0%	5.6 MB	8.4 MB	10.4 MB	10.2 MB
42	07/9ceac2	7972943	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (42)	COMPLETED	0	2025-11-26 11:09:21.951	13.9s	116ms	22.6%	5.8 MB	8.4 MB	10.1 MB	9.9 MB
32	c2/9efe63	7972935	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (32)	COMPLETED	0	2025-11-26 11:09:21.475	14.4s	121ms	35.9%	5.6 MB	8.4 MB	10.7 MB	10.5 MB
3	a6/b09e5a	7972939	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (3)	COMPLETED	0	2025-11-26 11:09:21.722	14.1s	125ms	34.8%	5.6 MB	8.4 MB	11.9 MB	11.7 MB
23	39/fdbdec	7972937	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (23)	COMPLETED	0	2025-11-26 11:09:21.598	14.3s	115ms	38.3%	5.6 MB	8.4 MB	9.2 MB	9.1 MB
2	88/c90dc6	7972941	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (2)	COMPLETED	0	2025-11-26 11:09:21.835	14s	141ms	32.1%	5.6 MB	8.4 MB	12.2 MB	12.1 MB
30	32/0315ed	7972938	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (30)	COMPLETED	0	2025-11-26 11:09:21.657	14.2s	121ms	36.4%	5.5 MB	8.4 MB	10.7 MB	10.5 MB
13	e9/3d7018	7972948	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (13)	COMPLETED	0	2025-11-26 11:09:22.237	13.6s	169ms	27.4%	5.5 MB	8.4 MB	10.2 MB	10.1 MB
39	46/a43ead	7972945	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (39)	COMPLETED	0	2025-11-26 11:09:22.069	13.8s	154ms	30.0%	5.6 MB	8.4 MB	10.8 MB	10.7 MB
43	02/4f2ade	7972946	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (43)	COMPLETED	0	2025-11-26 11:09:22.124	13.8s	124ms	35.6%	5.7 MB	8.4 MB	10 MB	9.8 MB
37	5f/607616	7972950	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (37)	COMPLETED	0	2025-11-26 11:09:22.353	13.5s	126ms	35.2%	5.7 MB	8.4 MB	9.6 MB	9.4 MB
21	4e/13b9af	7972952	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (21)	COMPLETED	0	2025-11-26 11:09:22.467	13.4s	144ms	25.1%	5.8 MB	8.4 MB	12.8 MB	12.6 MB
4	ad/a06f73	7972951	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (4)	COMPLETED	0	2025-11-26 11:09:22.410	13.5s	144ms	25.1%	5.9 MB	8.4 MB	11.8 MB	11.6 MB
17	98/775db7	7972949	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (17)	COMPLETED	0	2025-11-26 11:09:22.293	13.6s	135ms	26.4%	5.5 MB	8.4 MB	10.1 MB	9.9 MB
7	ac/77454f	7972947	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (7)	COMPLETED	0	2025-11-26 11:09:22.181	13.7s	141ms	25.6%	5.6 MB	8.4 MB	10.6 MB	10.4 MB
36	3d/7a068b	7972953	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (36)	COMPLETED	0	2025-11-26 11:09:22.526	13.4s	148ms	30.8%	5.4 MB	8.4 MB	10.4 MB	10.2 MB
28	1a/ce7774	7972954	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (28)	COMPLETED	0	2025-11-26 11:09:22.584	13.3s	130ms	27.5%	5.7 MB	8.4 MB	10.1 MB	9.9 MB
31	e6/fd6457	7972955	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (31)	COMPLETED	0	2025-11-26 11:09:22.641	13.3s	145ms	36.0%	5.8 MB	8.4 MB	10.9 MB	10.7 MB
25	7f/027263	7972956	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (25)	COMPLETED	0	2025-11-26 11:09:22.703	13.2s	136ms	26.3%	5.6 MB	8.4 MB	10.7 MB	10.6 MB
24	2a/0c14d6	7972957	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (24)	COMPLETED	0	2025-11-26 11:09:22.758	13.2s	129ms	35.1%	5.7 MB	8.4 MB	10.7 MB	10.6 MB
12	4d/aab8ed	7972958	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (12)	COMPLETED	0	2025-11-26 11:09:22.814	13.1s	147ms	24.7%	5.7 MB	8.4 MB	10.6 MB	10.4 MB
15	f4/959e29	7972959	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (15)	COMPLETED	0	2025-11-26 11:09:22.868	13.1s	185ms	19.3%	5.7 MB	8.4 MB	10.6 MB	10.4 MB
20	a3/95765c	7972960	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (20)	COMPLETED	0	2025-11-26 11:09:22.924	13s	155ms	29.0%	5.7 MB	8.4 MB	10.5 MB	10.3 MB
29	c5/8babc3	7972961	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (29)	COMPLETED	0	2025-11-26 11:09:22.981	13s	117ms	37.9%	5.7 MB	8.4 MB	10.4 MB	10.2 MB
14	5a/3387ff	7972962	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (14)	COMPLETED	0	2025-11-26 11:09:23.038	12.9s	200ms	23.1%	5.7 MB	8.4 MB	10.3 MB	10.1 MB
11	85/f9a4ee	7972963	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (11)	COMPLETED	0	2025-11-26 11:09:23.095	12.9s	115ms	30.5%	5.5 MB	8.4 MB	9.4 MB	9.2 MB
33	f0/0aa9df	7972964	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (33)	COMPLETED	0	2025-11-26 11:09:23.150	12.8s	126ms	34.6%	5.7 MB	8.4 MB	10 MB	9.8 MB
26	5c/8ffff2	7972965	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (26)	COMPLETED	0	2025-11-26 11:09:23.208	12.7s	121ms	29.9%	5.5 MB	8.4 MB	10.4 MB	10.3 MB
35	58/29dcca	7972966	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (35)	COMPLETED	0	2025-11-26 11:09:23.264	12.7s	119ms	37.4%	5.5 MB	8.4 MB	10.1 MB	10 MB
9	b5/7d539d	7972967	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (9)	COMPLETED	0	2025-11-26 11:09:23.321	12.6s	140ms	31.0%	5.7 MB	8.4 MB	10.8 MB	10.6 MB
6	ee/5a5404	7972968	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (6)	COMPLETED	0	2025-11-26 11:09:23.376	12.6s	157ms	22.9%	5.7 MB	8.4 MB	11.1 MB	10.9 MB
44	c4/0d20c1	7972969	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (44)	COMPLETED	0	2025-11-26 11:09:23.431	12.5s	199ms	23.5%	5.7 MB	8.4 MB	10.5 MB	10.3 MB
34	47/daa146	7972970	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (34)	COMPLETED	0	2025-11-26 11:09:23.489	12.5s	151ms	30.1%	5.6 MB	8.4 MB	10.3 MB	10.2 MB
18	36/a06b9a	7972971	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (18)	COMPLETED	0	2025-11-26 11:09:23.549	12.4s	181ms	25.8%	5.4 MB	8.4 MB	10 MB	9.8 MB
40	2e/b16b4b	7972972	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (40)	COMPLETED	0	2025-11-26 11:09:23.606	12.4s	137ms	32.5%	5.6 MB	8.4 MB	10 MB	9.9 MB
27	4d/0e8f7c	7972973	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (27)	COMPLETED	0	2025-11-26 11:09:23.662	12.3s	126ms	35.1%	5.6 MB	8.4 MB	9.9 MB	9.7 MB
22	16/f39083	7972974	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (22)	COMPLETED	0	2025-11-26 11:09:23.718	12.3s	165ms	16.5%	5.8 MB	8.4 MB	10.4 MB	10.2 MB
38	5c/1d4191	7972975	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (38)	COMPLETED	0	2025-11-26 11:09:23.999	12s	133ms	26.7%	5.8 MB	8.4 MB	10.6 MB	10.4 MB
16	56/e75a58	7972976	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (16)	COMPLETED	0	2025-11-26 11:09:24.056	11.9s	143ms	24.6%	5.5 MB	8.4 MB	11.2 MB	11 MB
41	49/97fccd	7972977	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (41)	COMPLETED	0	2025-11-26 11:09:24.117	11.9s	150ms	30.5%	5.7 MB	8.4 MB	10.6 MB	10.5 MB
8	76/95e6d5	7972978	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (8)	COMPLETED	0	2025-11-26 11:09:24.173	11.8s	136ms	32.8%	5.6 MB	8.4 MB	10.1 MB	9.9 MB
45	4a/ddab7e	7972979	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (45)	COMPLETED	0	2025-11-26 11:09:24.229	11.8s	146ms	24.5%	5.6 MB	8.4 MB	10 MB	9.8 MB
46	33/062ad6	7972980	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (46)	COMPLETED	0	2025-11-26 11:09:24.286	11.7s	135ms	26.3%	5.5 MB	8.4 MB	10.9 MB	10.7 MB
47	a5/97b2c2	7972981	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (47)	COMPLETED	0	2025-11-26 11:09:24.342	11.7s	132ms	30.5%	5.7 MB	8.4 MB	9.9 MB	9.7 MB
48	d6/1bd033	7972982	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (48)	COMPLETED	0	2025-11-26 11:09:24.398	11.6s	120ms	36.4%	5.7 MB	8.4 MB	9.4 MB	9.3 MB
49	c1/44d658	7972983	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (49)	COMPLETED	0	2025-11-26 11:09:24.459	11.6s	124ms	35.7%	5.6 MB	8.4 MB	10.2 MB	10.1 MB
50	f1/ef7ab9	7972984	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (50)	COMPLETED	0	2025-11-26 11:09:24.515	11.5s	183ms	24.5%	5.7 MB	8.4 MB	10.2 MB	10 MB
51	4d/c510e0	7972985	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (51)	COMPLETED	0	2025-11-26 11:09:24.572	11.4s	124ms	29.1%	5.5 MB	8.4 MB	10.5 MB	10.3 MB
52	f2/d58935	7972986	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (52)	COMPLETED	0	2025-11-26 11:09:24.628	11.4s	195ms	19.0%	5.8 MB	8.4 MB	11.5 MB	11.3 MB
53	f9/dc8cbb	7972987	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (53)	COMPLETED	0	2025-11-26 11:09:24.687	11.3s	119ms	29.6%	5.6 MB	8.4 MB	10.3 MB	10.1 MB
54	75/025863	7972988	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (54)	COMPLETED	0	2025-11-26 11:09:24.745	11.3s	124ms	36.0%	5.6 MB	8.4 MB	10.1 MB	9.9 MB
55	80/5ca2be	7972989	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (55)	COMPLETED	0	2025-11-26 11:09:24.801	11.2s	122ms	36.7%	5.6 MB	8.4 MB	10 MB	9.8 MB
56	41/87b3ee	7972990	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (56)	COMPLETED	0	2025-11-26 11:09:24.864	11.2s	121ms	21.8%	5.7 MB	8.4 MB	9.9 MB	9.7 MB
57	63/a55843	7972991	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (57)	COMPLETED	0	2025-11-26 11:09:24.919	11.1s	118ms	37.2%	5.7 MB	8.4 MB	9.9 MB	9.7 MB
58	d9/9fd096	7972992	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (58)	COMPLETED	0	2025-11-26 11:09:24.974	11.1s	207ms	17.8%	5.6 MB	8.4 MB	10.2 MB	10.1 MB
59	a9/50b792	7972993	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (59)	COMPLETED	0	2025-11-26 11:09:25.028	11s	148ms	24.6%	5.6 MB	8.4 MB	10.8 MB	10.6 MB
60	7b/dcf430	7972994	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (60)	COMPLETED	0	2025-11-26 11:09:25.084	11s	129ms	27.5%	5.7 MB	8.4 MB	9.9 MB	9.7 MB
61	4f/fb691d	7972995	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (61)	COMPLETED	0	2025-11-26 11:09:25.142	10.9s	144ms	30.5%	5.7 MB	8.4 MB	10.8 MB	10.7 MB
62	8d/3f89a9	7972996	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (62)	COMPLETED	0	2025-11-26 11:09:25.198	10.9s	169ms	27.3%	4.5 MB	8.4 MB	10.4 MB	10.3 MB
63	e5/5cf0ab	7972997	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (63)	COMPLETED	0	2025-11-26 11:09:25.257	10.8s	148ms	30.4%	5.5 MB	8.4 MB	9.8 MB	9.6 MB
64	fb/cab012	7972998	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (64)	COMPLETED	0	2025-11-26 11:09:25.317	10.7s	150ms	23.9%	5.8 MB	8.4 MB	11.8 MB	11.6 MB
65	c8/5f3229	7972999	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (65)	COMPLETED	0	2025-11-26 11:09:25.373	10.7s	141ms	31.7%	5.6 MB	8.4 MB	10.1 MB	10 MB
66	f5/3824ec	7973000	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (66)	COMPLETED	0	2025-11-26 11:09:25.430	10.6s	150ms	29.9%	5.9 MB	8.4 MB	11.1 MB	10.9 MB
67	dd/d8df4f	7973001	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (67)	COMPLETED	0	2025-11-26 11:09:25.485	10.6s	151ms	29.9%	3.3 MB	4.3 MB	10.9 MB	10.8 MB
68	a1/462dd7	7973002	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (68)	COMPLETED	0	2025-11-26 11:09:25.541	10.5s	144ms	25.2%	5.6 MB	8.4 MB	10.3 MB	10.1 MB
69	28/b7af35	7973003	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (69)	COMPLETED	0	2025-11-26 11:09:25.610	10.5s	147ms	30.3%	5.7 MB	8.4 MB	10.4 MB	10.2 MB
70	95/5ab521	7973004	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (70)	COMPLETED	0	2025-11-26 11:09:25.668	10.4s	143ms	24.4%	3.1 MB	4.3 MB	10.1 MB	10 MB
71	fa/dca3cd	7973005	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (71)	COMPLETED	0	2025-11-26 11:09:25.725	10.4s	163ms	28.1%	5.7 MB	8.4 MB	10.8 MB	10.7 MB
72	e3/21d2ce	7973006	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (72)	COMPLETED	0	2025-11-26 11:09:25.779	10.3s	129ms	33.8%	5.6 MB	8.4 MB	10.3 MB	10.2 MB
73	8d/5c07e0	7973007	BLAST:ALL_VS_ALL:INFILE_HANDLING_UNIX (73)	COMPLETED	0	2025-11-26 11:09:25.835	10.3s	196ms	23.5%	5.7 MB	8.4 MB	10.9 MB	10.8 MB
74	dd/6d210a	7973011	BLAST:ALL_VS_ALL:GENERATE_PAIRS_BIOPYTHON (1)	COMPLETED	0	2025-11-26 11:09:36.373	14.5s	134ms	39.2%	9.7 MB	15 MB	955.3 KB	217.6 KB
103	f1/5cb0ae	7973027	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_biflexa_GCF_000017685)	COMPLETED	0	2025-11-26 11:09:52.067	1m 14s	1m	980.9%	194.1 MB	2.8 GB	167.7 MB	68.2 MB
97	df/33828f	7973028	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_idonii_GCF_004770995)	COMPLETED	0	2025-11-26 11:09:52.146	1m 14s	1m 5s	984.9%	171.8 MB	2.7 GB	170 MB	69.3 MB
82	7e/2f8631	7973026	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_ellisii_GCF_002811955)	COMPLETED	0	2025-11-26 11:09:51.994	1m 14s	58.3s	960.1%	182.3 MB	2.8 GB	170.6 MB	69 MB
78	31/560bb9	7973021	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_mgodei_GCF_040833985)	COMPLETED	0	2025-11-26 11:09:51.608	1m 14s	1m 1s	975.4%	188.6 MB	2.8 GB	169.4 MB	69.1 MB
87	96/5d5113	7973029	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_ognonensis_GCF_004770745)	COMPLETED	0	2025-11-26 11:09:52.224	1m 14s	57.2s	966.8%	170.3 MB	2.8 GB	168.1 MB	68.4 MB
117	dd/3fb2f4	7973023	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_santarosai_GCF_000313175)	COMPLETED	0	2025-11-26 11:09:51.760	1m 14s	1m 4s	976.1%	191.9 MB	2.7 GB	168.4 MB	69.5 MB
110	e6/9d1fd1	7973018	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_iowaensis_GCF_040833965)	COMPLETED	0	2025-11-26 11:09:51.195	1m 15s	1m 3s	977.3%	192.4 MB	2.7 GB	169.9 MB	69.3 MB
94	a5/6c35a5	7973019	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_milleri_GCF_040833955)	COMPLETED	0	2025-11-26 11:09:51.425	1m 14s	58.6s	972.3%	190.8 MB	2.7 GB	166 MB	67.6 MB
90	39/a9c7ca	7973022	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_brenneri_GCF_002812125)	COMPLETED	0	2025-11-26 11:09:51.683	1m 14s	1m 3s	979.9%	169.6 MB	2.7 GB	170.9 MB	69.7 MB
105	a4/ee1746	7973030	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_sanjuanensis_GCF_022267325)	COMPLETED	0	2025-11-26 11:09:52.299	1m 14s	1m 7s	978.6%	199.7 MB	2.7 GB	179.2 MB	74.7 MB
118	a4/b7a247	7973033	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_semungkisensis_GCF_004770055)	COMPLETED	0	2025-11-26 11:09:52.530	1m 13s	1m 5s	981.6%	172.9 MB	2.8 GB	167.7 MB	72.8 MB
76	6f/f8b43e	7973036	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_bourretii_GCF_004769285)	COMPLETED	0	2025-11-26 11:09:52.758	1m 13s	1m 5s	981.5%	175.3 MB	2.8 GB	173.4 MB	70.8 MB
83	51/fdc422	7973032	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_terpstrae_GCF_000332495)	COMPLETED	0	2025-11-26 11:09:52.457	1m 13s	1m 3s	977.4%	171.2 MB	2.8 GB	170.4 MB	69.6 MB
86	18/c3cee8	7973034	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_gomenensis_GCF_004770155)	COMPLETED	0	2025-11-26 11:09:52.610	1m 13s	1m 3s	967.2%	170.7 MB	2.7 GB	173.7 MB	71.7 MB
107	04/fc5817	7973035	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_harrisiae_GCF_002811945)	COMPLETED	0	2025-11-26 11:09:52.687	1m 13s	1m 2s	974.7%	176.8 MB	2.7 GB	167.8 MB	68.5 MB
79	76/e47103	7973043	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_abararensis_GCF_016918735)	COMPLETED	0	2025-11-26 11:09:53.136	1m 13s	1m 3s	969.8%	163.8 MB	2.6 GB	172 MB	70.2 MB
96	88/f45066	7973039	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_meyeri_GCF_004368965)	COMPLETED	0	2025-11-26 11:09:52.983	1m 13s	1m 5s	979.7%	184.8 MB	2.7 GB	174 MB	71 MB
106	cd/ee0f28	7973038	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_kmetyi_GCF_000243735)	COMPLETED	0	2025-11-26 11:09:52.908	1m 13s	1m 8s	983.3%	194.3 MB	2.7 GB	177.4 MB	73.8 MB
100	47/728406	7973046	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_cinconiae_GCF_040833995)	COMPLETED	0	2025-11-26 11:09:53.280	2m 28s	1m 11s	987.7%	191.5 MB	2.7 GB	170.4 MB	74.9 MB
80	88/dc1582	7973020	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_gorisiae_GCF_040833975)	COMPLETED	0	2025-11-26 11:09:51.520	2m 29s	1m 12s	993.8%	194.2 MB	2.7 GB	178.8 MB	74.3 MB
77	25/38aa39	7973024	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_saintgironsiae_GCF_002811765)	COMPLETED	0	2025-11-26 11:09:51.842	2m 29s	1m 14s	1007.7%	169.5 MB	2.6 GB	170.1 MB	75.2 MB
88	34/22f8ec	7973037	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_sarikeiensis_GCF_004769615)	COMPLETED	0	2025-11-26 11:09:52.830	2m 28s	1m 18s	1002.5%	172.3 MB	2.7 GB	175.8 MB	77 MB
116	f1/28f7c8	7973025	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_dzoumogneensis_GCF_004770895)	COMPLETED	0	2025-11-26 11:09:51.919	2m 29s	1m 14s	1003.1%	169.1 MB	2.8 GB	170.9 MB	75.6 MB
113	23/1d9f50	7973047	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_bouyouniensis_GCF_004770445)	COMPLETED	0	2025-11-26 11:09:53.348	2m 28s	1m 4s	980.9%	174.6 MB	2.7 GB	170.8 MB	69.7 MB
101	49/a389bc	7973045	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_mtsangambouensis_GCF_004770475)	COMPLETED	0	2025-11-26 11:09:53.209	2m 28s	1m 4s	980.8%	172.2 MB	2.8 GB	170.5 MB	69.6 MB
91	d8/97857a	7973048	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_perolatii_GCF_002811875)	COMPLETED	0	2025-11-26 11:09:53.418	2m 27s	1m 1s	977.8%	171.3 MB	2.7 GB	168.1 MB	70.7 MB
112	93/568165	7973031	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_neocaledonica_GCF_002812205)	COMPLETED	0	2025-11-26 11:09:52.370	2m 28s	1m 16s	1004.0%	169.4 MB	2.8 GB	172.7 MB	76.2 MB
102	13/a0d812	7973041	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_licerasiae_GCF_000244755)	COMPLETED	0	2025-11-26 11:09:53.057	2m 28s	1m 13s	995.0%	178 MB	2.8 GB	173 MB	76.3 MB
111	0d/87d9fb	7973053	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_fainei_GCF_000306235)	COMPLETED	0	2025-11-26 11:09:53.782	2m 27s	1m 2s	975.2%	173.2 MB	2.8 GB	174.4 MB	74.1 MB
84	3d/a5159a	7973049	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_vanthielii_GCF_000332455)	COMPLETED	0	2025-11-26 11:09:53.489	2m 27s	1m 4s	977.7%	170.9 MB	2.8 GB	172.9 MB	70.3 MB
99	66/c83039	7973054	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_yasudae_GCF_003545925)	COMPLETED	0	2025-11-26 11:09:53.849	2m 27s	1m 6s	979.8%	172.2 MB	2.8 GB	177.5 MB	73.6 MB
89	69/cbc60b	7973052	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_ellinghausenii_GCF_003114815)	COMPLETED	0	2025-11-26 11:09:53.706	2m 27s	1m 4s	975.8%	178.2 MB	2.7 GB	172.6 MB	70.4 MB
98	2f/9e5f46	7973050	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_jelokensis_GCF_004769775)	COMPLETED	0	2025-11-26 11:09:53.566	2m 27s	1m 1s	976.8%	175.1 MB	2.7 GB	171 MB	69.7 MB
95	6b/0fc502	7973056	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_ryugenii_GCF_003114855)	COMPLETED	0	2025-11-26 11:09:53.996	2m 27s	56.8s	965.6%	169.9 MB	2.7 GB	167.7 MB	68.3 MB
85	7e/90d91d	7973051	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_ainlahdjerensis_GCF_016919175)	COMPLETED	0	2025-11-26 11:09:53.637	2m 27s	1m 18s	1004.3%	172.7 MB	2.7 GB	184.8 MB	76.8 MB
108	65/f37b02	7973058	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_tipperaryensis_GCF_001729245)	COMPLETED	0	2025-11-26 11:09:54.182	2m 27s	1m 16s	1006.3%	196.5 MB	2.7 GB	180.4 MB	75 MB
92	6a/5eb96d	7973059	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_haakeii_GCF_002812045_Leptospira_congkakensis_GCF_004770265)	COMPLETED	0	2025-11-26 11:09:54.254	2m 27s	1m 3s	978.7%	169.7 MB	2.8 GB	168.7 MB	68.8 MB
